timestamp,"(activity,active_users,front-end,service)","(state,throughput,carts,service)","(state,throughput,catalogue,service)","(state,throughput,front-end,service)","(state,throughput,payment,service)","(state,throughput,user,service)","(state,latency,carts,service)","(state,latency,catalogue,service)","(state,latency,front-end,service)","(state,latency,payment,service)","(state,latency,shipping,service)","(state,latency,user,service)","(state,errors,carts,service)","(state,errors,front-end,service)","(state,errors,shipping,service)","(state,errors,user,service)","(state,counter_status_200,carts,service)","(state,counter_status_200,orders,service)","(state,counter_status_200,shipping,service)"
2023-10-12 06:29:30,52.3,2.1333333333333333,12.688888888888888,28.620125919358202,0.7553876916240835,3.0667348163292516,0.2146774193548388,0.018205882352941193,0.08268888512608931,0.0045000000000000005,,0.022384615384615388,0.15555555555555556,38.288888888888884,0.0,0.0,0.06666666666666667,0.06666370383538509,0.06666518521810627
2023-10-12 06:29:45,55.0,1.93337629725105,11.266666666666664,24.540090680207097,0.7553876916240835,2.8443812359725342,0.21365384615384608,0.012607142857142836,0.07870494184793296,0.0045000000000000005,,0.021599999999999998,0.13333629636214137,34.48812248616698,0.0,0.0,0.06666814818107068,0.06666370383538509,0.06666518521810627
2023-10-12 06:30:00,53.3,2.2444943220960463,13.645050891150715,28.917806887305137,0.7555555555555555,3.111111111111111,0.2120588235294118,0.015068965517241364,0.09009295653662447,0.0045000000000000005,,0.01967741935483872,0.11111358030178448,48.33440743127623,0.0,0.0,0.06666814818107068,0.06666814818107068,0.06666666666666667
2023-10-12 06:30:15,52.7,2.355555555555555,13.799999999999999,27.95345999999996,0.6666814818107069,2.799937779160464,0.2120833333333333,0.014893442622950837,0.0881690084544492,0.0045000000000000005,,0.019240000000000018,0.1111111111111111,50.5111111111111,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0666681481810707
2023-10-12 06:30:30,54.5,2.265710033541394,13.266666666666667,27.503873049030723,0.6666370383538509,2.666607408724251,0.21271428571428574,0.015838461538461565,0.08005533585715063,0.0045,,0.017857142857142867,0.11106421733046049,48.91219804884551,0.0,0.0,0.06663853039827629,0.06666518521810626,0.06666666666666667
2023-10-12 06:30:45,53.7,1.6666296304526569,9.511111111111111,21.263029999999983,0.6666814818107069,2.1110641985733656,0.21596153846153848,0.015460000000000017,0.046235504840315224,0.0045000000000000005,,0.018289473684210543,0.0888869136241417,32.46666666666666,0.0,0.0,0.06666518521810627,0.06666222251849876,0.06666666666666667
2023-10-12 06:31:00,54.0,1.2444444444444442,8.444069152482111,20.069460441997457,0.6667111140742716,1.5999999999999999,0.2157142857142857,0.0158695652173913,0.04690153394716311,0.0045000000000000005,,0.015181818181818189,0.04444444444444444,26.045023222738276,0.0,0.0,0.06666666666666667,0.06666962976132272,0.06664889362836576
2023-10-12 06:31:15,54.5,1.222358039782198,7.888713584142573,18.777777777777782,0.6668444918644972,1.577532383851401,0.2092857142857143,0.013749999999999988,0.049918699186991794,0.004821428571428572,,0.01483333333333334,0.0444493832648072,26.422222222222224,0.0,0.0,0.06667407489721079,0.06666370383538509,0.0666681481810707
2023-10-12 06:31:30,55.0,1.6884011285628595,10.866666666666665,23.970705555555533,0.6666518521810627,2.1108765692700815,0.2145454545454545,0.016027272727272737,0.08029183238636345,0.004821428571428572,,0.018035714285714287,0.04443160864639104,39.822222222222194,0.0,0.0,0.06664741296958657,0.06663853039827629,0.06666666666666667
2023-10-12 06:31:45,55.0,2.133380741794262,12.600560024889994,27.078609444444403,0.666740748972108,2.577548662341126,0.22333333333333338,0.01576724137931037,0.08205593827917443,0.004821428571428572,,0.01981818181818183,0.08889086424142759,46.84444444444442,0.0,0.0,0.06666814818107068,0.0666607412674429,0.06668593149131971
